,address_in,address_out,block_number,block_timestamp,from_address,gas,gas_price,id,nonce,to_address,transaction_hash,value
20,1364100.0,702786,4815227,1514505728,0x4bb96091ee9d802ed039c4d1a5f6216f90f81b01,50000,20000000000,122783804,266352,0x5dc1fd88532b1ba8793fd06d13c6ba1911e9edd0,0xa44c35f9d3b357d741cf57b5088532e79b42a9a9ea097bab441df1d0a2f3659a,3360419180797825191
21,692189.0,24051837,4815227,1514505728,0x6ef2ee2ce7878c7b4a3ed4b64f1b7e1dbe216757,21000,20000000000,122783803,0,0x243bec9256c9a3469da22103891465b47583d9f1,0x06540864c9ec8577b3f177bda1e0a218af9277c02b941c3270846dbe1600ae74,3580000000000000
22,18740138.0,12424122,4815227,1514505728,0x8a3f773c04a5673b96e5c6e8418deaea01205632,21000,21000000000,122783802,2,0x1ca8f1e55387ddf97f0f9aed91091c1a0d69af39,0x418943bd0c6ea8ded293a33e8dd4c742d6d193e4ecc0fb363eab379aede3d503,419802630000000000
23,11405562.0,10141015,4815227,1514505728,0x168cfad4dd5f89de8dc5913a843211b6f7c18432,31500,21000000000,122783801,4,0x0f1af4383775d7fa19baac875bfe6daf6b3da939,0x5687c18063c642a178b38e21d834878f62382bbcb2f3f885508115563fc1f3d1,10000000000000000
24,1181849.0,1254156,4815227,1514505728,0x9493bc52d3c4ae6c1aee6204cf1793beb07fdd23,35000,21200000000,122783800,410,0xfa52274dd61e1643d2205169732f29114bc240b3,0x13370ea6acccfdf7e428aaa421affce68987533074daa3fc29004acb9f802ad3,49491841871226330
25,16543906.0,687407,4815227,1514505728,0xa95350d70b18fa29f6b5eb8d627ceeeee499340d,21000,30000000000,122783799,22312,0x1fa5a9679852391a5f3e428adab269774e424730,0x3d2c7f9599fe014d88dba814ecf4ab3c82648b73150ecb3f08740a01dba23b87,113440000000000000
26,1180525.0,137016,4815227,1514505728,0x1a5486b6d08a50a3f1082eee3633dc53c3d9da18,250000,30000000000,122783798,1965,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0x6e6ad2bfbafb7fa1c371103483079c0d8bdf7c35ecdbd60e07db3174f4fbdc2e,0
27,16160202.0,4505386,4815227,1514505728,0xcd446debfb9afb33d32653340328b953548a92c9,201500,30000000000,122783797,56,0x22fa504838f07381eccdf6825feee803c27888a9,0x6ed5e76c5295ea2b7e22150d909d980bd296687ae0a0c35e16fa56b9c78af7b9,1000000000000000000
28,1180433.0,109368,4815227,1514505728,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,90000,40000000000,122783796,96776,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0x56474470a26adc10fb5bde2ee4a884bf33cb1a393910ea20c426a46cfcfda3a7,0
29,39282.0,2736,4815227,1514505728,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,187158,51000000000,122783795,3742803,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,0x95a579728b80cb14447cd03e15f5b081a6316ccd0897631097f081e841d089bc,0
30,6683432.0,24045,4815227,1514505728,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,21000,55000000000,122783794,964312,0xe5056f724fc7a5f8c87fa7e07d084a99ffb67236,0x8711cd6608038c9b95122e35f3745db773937fc648d77ff59317d3808aeb681d,2990000000000000000
31,100001.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,21000,55000000000,122784709,964293,0x1f7c7330225c5341b833cda6aebb0081842f08af,0x0e3d6a9172c96ce66d35107be468b5aca687e6ec3b8d73039812d06b536ff449,3650595740000000000
32,1183278.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,75696,55000000000,122784708,964292,0xb5a5f22694352c15b00323844ad545abb2b11028,0x4c7f5dca04cdb06ae47b108964bdd3406b1ed60efc530df292fc599e45d719da,0
33,1180433.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,111558,55000000000,122784707,964291,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0x939c7ca6728d85f8f168f6b105ed8fa84ccd5711d3910fd2699df4a1e7f8fb3e,0
34,1180525.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,104054,55000000000,122784706,964290,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0x14d7dab7bb83f255fd3e58d7b69e4d2c366b99b169eb527fc7be328e60a5eb16,0
35,6464042.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,21000,55000000000,122784705,964289,0xdb476e95f0a404d7e10570c8769e3f4208c17b14,0x1a367ed48e8c4fd39799402ce6382bdd6706f2c410d2d6a0c87f3df25926acd0,5517500000000000000
36,61479.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,106504,55000000000,122784704,964288,0x80fb784b7ed66730e8b1dbd9820afd29931aab03,0x03b7821571ae2ad17300f041c3a3c7cbaa8cac1995d10d726ca231027a2d69f7,0
37,1183278.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,105824,55000000000,122784703,964287,0xb5a5f22694352c15b00323844ad545abb2b11028,0xbefe9ccd8b69852a2168676b24197a77e5119b801d11e8d3be714db45adeca33,0
38,1183728.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,74526,55000000000,122784702,964286,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,0xd09faa239513c6ae54fc3c6e1323d3542e6fe9430a7af4df0686c0e209c64015,0
39,137016.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,21000,55000000000,122784698,964282,0x1a5486b6d08a50a3f1082eee3633dc53c3d9da18,0x12ec35dddddfc77622c9a4227c1b00de7d07a7dd0bd7d788fd720f8ebf54908e,19990000000000000000
40,4878177.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,21000,55000000000,122784697,964281,0x454557c633f83476ae607630860181b590ba1c96,0x35f35cb005ca0d6223c38bd8747c1d1c2d54e6a2376476576f72cf2168029625,4000000000000000000
41,24150328.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,21000,55000000000,122784696,964280,0x6805f1ffcfe3ef4f4f082a0a476d37e24ee2f74a,0x7ccfbddbce1b851c7c4335aa0006798e111c50f7663c9f3af8a64f025548426a,3370300400000000000
42,4420592.0,13047140,4815225,1514505713,0x98b8e4868d9f5c17f15195bc4ad23a4bdf8dbb0e,101000,4000000000,122784695,173,0x633a8f8e557702039463f9f2eb20b7936fff8c05,0x10a513cfa835e5a7dcacb6310f7ef156a7d06770ef18f161c210237c038dcc0c,0
43,24150327.0,656346,4815225,1514505713,0x32be343b94f860124dc4fee278fdcbd38c102d88,100000,50000000000,122784694,1007622,0x07487bf2ec682c7eb292bceb9d7854acf4022d92,0x961da6db9a906633598be97150390f08798c8958cd331f02915cb6d210a06a94,11205000000000000000
44,16022467.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,21000,55000000000,122784693,964279,0xd655b9e3bfde3817f6ec43d9e305f73872374bb1,0x5655426e6bf022c853806ddaf36c9d0e559b048c4e82509aee443f93134d1445,164224370000000000
45,4420592.0,13047140,4815225,1514505713,0x98b8e4868d9f5c17f15195bc4ad23a4bdf8dbb0e,101000,4000000000,122784692,172,0x633a8f8e557702039463f9f2eb20b7936fff8c05,0xa894eb4160eecfd0e773d040a30ebbd107ba0045e7b7dc84d0dbc7c82e58e582,0
46,564.0,3837689,4815225,1514505713,0x2d65e858db32feb42169a84a7ff294383226d88b,250000,8000000000,122784691,66,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x5d70f51c6a397412c33ed0d69e2594feee5cb68c2c16bcd25e5cbc187b5ef242,0
47,564.0,5988907,4815225,1514505713,0x1291ea5c72532408e2a50e9c58536a7d4a1fe625,250000,10000000000,122784690,127,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xfffd52bae2d902afebc260f2799d95871ebc92e5e4a965f7ff5ae938e184cd3b,0
48,6584562.0,686458,4815225,1514505713,0xd24400ae8bfebb18ca49be86258a3c749cf46853,90000,22000000000,122784689,224314,0xf402de55ff55f3cbad83080313715b8a036a4c25,0xa7f88e9886faeadbd9c58a03e3bd02fbd53d49a69ae82c0cdc7c8385d3329e35,19000000000000000000
49,6777602.0,656346,4815225,1514505713,0x32be343b94f860124dc4fee278fdcbd38c102d88,100000,50000000000,122784688,1007621,0x45e6ad305f7afa72756650da4bf92de767751498,0x4c6311c4796f7985186ca228b56555c4de829670684c459ac87ab4853568bf90,2695000000000000000
50,10076351.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,21000,55000000000,122784687,964278,0xbb1930013e4b9df2ccb68a24566313cc2d663286,0x77d9bd9195d4c9e99b8bc1e72979c7d39dbaa7fba69e2e06b7c804812f4e6e83,1975512500000000000
51,564.0,6487402,4815225,1514505713,0x919273016f8037fbc5c6023166861a2f614f7d96,250000,4000000000,122784686,15,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x1e3103724eca74374f15d788cdcc2a33e280069464fd40743241f0e22bc4c6bb,2000000000000000000
52,564.0,10139669,4815225,1514505713,0xf72facb805db8fc3a57e94c2f135b2d36ef831c3,250000,4000000000,122784685,11,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x767e6a0eb17fcf0f6c2d6579e0ce1a27c0f88e72e49708fe2f21c6a5808b67a1,0
53,564.0,73709,4815225,1514505713,0x152495f2e72ee9a0e80dbd130fdd888357f56141,250000,4000000000,122784684,88,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x529e40045db73691087f64389ef7d917a55d5446af51ec6bd962b876045c9848,300000000000000000
54,564.0,5608815,4815225,1514505713,0x4c1d1d441e5a513406d8b97609a38ad936130b26,250000,4000000000,122784683,197,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x3e2dd79f3ac5a1c4dc1c1446534ff8defc1f34365c571cde7af6390bdd7ffc41,0
55,564.0,17391740,4815225,1514505713,0xf71167c1052385d2eca126da0d63754eb568ef5a,250000,4000000000,122784681,4,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x167bcbacca00c9892b6ee49a2a44a01af11b7775c1d08201633341ac509ed549,0
56,564.0,16406756,4815225,1514505713,0x0cfcca44d61dcac1ba6016b3d6335b129ce240cb,250000,4000000000,122784680,6,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xa3c6e37b7dfeb930ef50c648ecdf511b5d4353af1b62ca10294966d8f22a5c84,0
57,564.0,17606317,4815225,1514505713,0xfd8c331178e49de60c7cee6fd0021b14930f2dbb,250000,4000000000,122784679,3,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x343221e3fc1beac537a849b5d97f186b7f0135dd05830923cc2ecf8ae18c7613,67000000000000000
58,1321629.0,5769109,4815225,1514505713,0xb625553ba7c2b047cda1f7e94d94b1f511fc18e1,250000,4000000000,122784678,733,0xaaf7d4cd097317d68174215395eb02c2cca81e31,0x28c411f3f2e46767b19675300590fcef398f6369123d09fc08de9848b9a15fb4,0
59,564.0,16756779,4815225,1514505713,0x167e46f3c987daa37b7aaba4ade9baf3fcc14420,250000,4000000000,122784677,1,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x310028b06cefff191e1e17b2ceb116ac0c4f535d9948e7ded60fc31aace8bcae,498822028000000000
60,564.0,24104611,4815225,1514505713,0xce14c1fbb6331a586fd23b508776fa683441dd9a,250000,4000000000,122784676,1,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x73c209aaa099c8878afeaf3d8d4722fffea1f9449671c85a25178bea0b69bbf5,0
61,564.0,13216581,4815225,1514505713,0xaa66834dbbc0e4f12a06691045588e0f6590b848,250000,4000000000,122784675,51,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xe45691db8200c1bfc4d6ecd5ad6855d212533fc95651ec614e425067af1779d7,0
62,564.0,12869419,4815225,1514505713,0x64745e943aacf1f59d714d0f9ed36a6067226bee,250000,4000000000,122784674,8,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x64dae17bfd84176f10925b4583a31ae9d1fea116c3ec5901a639386809f8939a,0
63,564.0,8664012,4815225,1514505713,0xa9745b514c83aaa8cf90c02f3724bca7e94d97e9,250000,4000000000,122784673,8,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x7b30d1c5bd9a11edf6858b5acb379533a13e790fc2ea2edd24dc305fb4d6a2b8,0
64,564.0,12498983,4815225,1514505713,0xb8bd8f4c420ada4d999f2619503d5aaa139ed7c2,250000,4000000000,122784672,7,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x242d43022b5443eb42ac0e50caa40afa61559f1c4f88ea5560e5b57fd7bff9c4,0
65,564.0,16651778,4815225,1514505713,0xbb1f9782840ad57768ff27a6eac725c0f32c26d0,250000,4000000000,122784671,4,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xd5531729fa2be6a696d376dccb67c58fd23f28920acdd113ab74c2d853ed0a98,0
66,14772544.0,12858285,4815225,1514505713,0x6edd4c11612a04ea42835e96c217659e31c3087f,250000,4000000000,122784670,34,0xcfb0ff812b41f6ecadf0875b26859ab5f4ae86c0,0x3af31be73b3f8de1e59271fef6fc6bd0bdfb025cd6e14650af3f411302c026e4,6000000000000000
67,564.0,5221998,4815225,1514505713,0x7644b64e40536e0440b71dc46e0515e87166996f,250000,4000000000,122784669,4,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xac23d413de2d5dec86b0c0ce7bb813fcbcdbcc2b82486a493eb9624c0b662fb1,0
68,564.0,1682121,4815225,1514505713,0x7c619ad7b56bb217d4c4deee6469df6e05a6d5ad,250000,4000000000,122784668,7,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xb1ac8640789cdaaaebe2b56bc737726c769cd1f49cda60ef98aa9a7936cea4e9,386098165000000000
69,564.0,467601,4815225,1514505713,0x54a574e338059f9062c7a98c6fbceed78ea9710c,250000,4000000000,122784667,43,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xc51fd2482ac272d83acd956be1509bea2ea3988644d7e3958c3efa19078a5186,0
70,4420592.0,13047140,4815225,1514505713,0x98b8e4868d9f5c17f15195bc4ad23a4bdf8dbb0e,91000,4000000000,122784666,171,0x633a8f8e557702039463f9f2eb20b7936fff8c05,0xfe76fb8b444fed2153374703a0cc2c1ed707809ae82ab2fbcf7d8590cdbf67e1,0
71,564.0,44927,4815225,1514505713,0x3ca8add1708715b5d9d39917000be148dfb318f5,250000,4000000000,122784665,211,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x19e6789779d9fdc2d31e17d4c14bfb9e3ebea08f5c31dd1cbd0ca58c42d9e972,0
72,564.0,5563471,4815225,1514505713,0x62195d13fd7bee2a3e50efd39621d8bebd980258,250000,4000000000,122784664,74,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x409b5d2622ea5dc0c6faeaf118e5fa583f7c9f48c3f0a5ed0cf2846453840ab5,0
73,564.0,223173,4815225,1514505713,0xeecc7d1cc87f388586d40aee23dc6d96f2ce2ca7,250000,4000000000,122784663,13,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x417eef13823f1f76c0be9bdffa3ac70a948aa854ed6652b49a81cb1c508552e5,0
74,564.0,12406432,4815225,1514505713,0x7c1454bdad14672c50109bda75ec513d41813ad1,250000,4000000000,122784662,4,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x379fbedd17aebf1f3d0a36522749a43eb9a7ef8499999819b0c3040d3a1ca087,0
75,564.0,15628403,4815225,1514505713,0x727965c5db32429825a1ad98fc41984b7a3f868e,250000,4000000000,122784661,18,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xca2c41da44f0594894405084ec5839106aeef54eb047f2e40f23e1620bbff1f0,0
76,1181426.0,20009758,4815225,1514505713,0xc42079ab2c46d602e796509c9b22fadbc566d583,250000,4000000000,122784660,4,0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e,0x7a59661e5459f7706acf3832c8805878c4332b1aa3a07455f04436d635d393a6,0
77,564.0,4566789,4815225,1514505713,0x9ba8bbd5a41113c066b83f7cd0ec0474fb239bda,250000,4000000000,122784659,117,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x398ea8d25c640fed36401cd237372ab78ee42e21772d939f42e89a45b78853a2,0
78,564.0,87581,4815225,1514505713,0x94b0bf6dd676f7b4884557735945b927535fd822,250000,4000000000,122784658,1022,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xf8dad957f8031304d62d15819a7192b3e0a5e8e30ae8d23f851057c688f5498f,0
79,61479.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,106376,55000000000,122784700,964284,0x80fb784b7ed66730e8b1dbd9820afd29931aab03,0x172cdc30d0d55a6db68f73aa49c65887730b2c4ad2d2c62637ad3da7eba48596,0
80,14762400.0,24045,4815225,1514505713,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,21000,55000000000,122784699,964283,0x76710164311c2ad8754895903b6fbdfcf4e142ec,0x3c73937c9930a9ca3ff89e2ee93339880bea263529f5cddc99553d0f56c163f8,1172580420000000000
81,1360704.0,1360703,4815225,1514505713,0x8afbd9c3d794ed8df903b3468f4c4ea85be953fb,200020,4000000000,122784657,728,0x222eddf60e3af681dc4cf4290f95efa78237ba4a,0x99d37a63f47e2f8de6b13c1a03aa879f3d7d0fe0cf27287cece253f44be158a2,0
82,564.0,124800,4815225,1514505713,0x78eabf81001e775d7d5eec1a8ef59855442f6404,250000,4000000000,122784656,14,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x3eff74c986c8552cfd85cfdddac19d60408cbd08857af54846190b5efc0ec431,500000000000000000
83,564.0,4479123,4815225,1514505713,0xae61b82cfdb557f1441677c1a6227ff77b32c08b,250000,4000000000,122784655,312,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x5a3a60dad55a8b502df0e0e17f19ddcc0892e317f17416625b654a3b703b6ee7,0
84,564.0,133575,4815225,1514505713,0x140354276088fe5c6f10314120dd7e79498b8dea,250000,4000000000,122784654,71,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xd7e20c80e0486792dd4616afa61120fcd5994f20b6d3327dfa9c79f4dc91150b,1470000000000000000
85,1215490.0,6055939,4815225,1514505713,0xb63fe50e420a3c6d61e9516fba4f03db584777b5,250000,4000000000,122784653,5,0x621d78f2ef2fd937bfca696cabaf9a779f59b3ed,0xbdee47e430828d065093e5093322d908810abc9e8381f17402d85fa48b31aa6e,0
86,564.0,575533,4815225,1514505713,0x9aff587f03bdfaa0fd46f35187c15d7aa38df7cc,250000,4000000000,122784652,16,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x814901bf104e27e104d63223b1788454791eafd94b3c33df7d942f13b295531b,0
87,1183716.0,24130358,4815225,1514505713,0xccb43f9aff8f5490fc52439b1d1a7cf66f56c1dd,250000,4000000000,122784651,3,0x1b22c32cd936cb97c28c5690a0695a82abf688e6,0xb1bf8b9bdae0a0496df8ea1e03866828ca81aa44cec73aa62a55f4dfd429e327,0
88,564.0,3503656,4815225,1514505713,0xdeb35f7192347167388a2d4b1fe1480af7122f65,250000,4000000000,122784650,18,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xaefbf98aaace1182cb47bd1c0b6c4617ba4f4932ef531d657ebb2ab71e0267b8,0
89,564.0,12978687,4815225,1514505713,0xfbfce041998bdf1aafd1611705ac75bc0cec7e53,250000,4000000000,122784649,14,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xff015484055e135a4474fc1e4c9f73746db3bcb6dd4e1e47efbbbdd139e9b57a,71000000000000000
90,564.0,18751696,4815225,1514505713,0x0d3147e32ed20e79c46beff43b2e9d38cb993bfb,250000,4000000000,122784648,3,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x13219b95758d883d3dea9eade7891fb1c3f7df82ae61fd5a0f1438dc5afdeb41,0
91,564.0,244957,4815225,1514505713,0x4a5400fb0e3b62317d3d58b647b0c0b902ba8573,250000,4000000000,122784682,579,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xc45a3a23aaa81e35ba1f71f25de45e8ad618385dd5098722da67ec4119dcf520,0
92,19346787.0,15724901,4815225,1514505713,0xfd41bef44158a7ea0762267f65bc5e232b638463,250000,4000000000,122784647,7,0xa014861cc1fe9007826d5ecf3f48266ef5d59c93,0xfdcb51cc2c858ba8c2b2f5cef591455e494668026dcbd871cf78882166e8aec9,5000000000000000
93,564.0,48559,4815225,1514505713,0x33abac24b7a0798dae202ae479f721872bde0654,250000,4000000000,122784646,66,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x94d69896a094a5e62ceaf9223e8d602af8bc892d9a4edbec5dadc7b131921258,0
94,18046121.0,17424486,4815225,1514505713,0xea6ea32b3031f220027fd4d3353ba22074bf6de8,250000,4000000000,122784645,4,0x18c3bcc6c23c5bebfb15aeba4717b078095b311a,0x59a3a727af6cc96bdeef76b8edab13f6666e657c5e01965d4d6ca92465ff5fdf,676000000000000000
95,13065241.0,13505869,4815225,1514505713,0xb723acba38e585e132b335f1261861de6246c487,250000,4000000000,122784644,6,0x92418e1f0dc62efd91df6f7ac4e3177ee71e4127,0x8aaa499420b1369f546df5de0aa4c02869fa04375d84891ce19a7a36d70a7238,2000000000000000
96,564.0,5800415,4815225,1514505713,0xd420b0a31a0fd6d7efc20c796e001af9062fc68b,250000,4000000000,122784643,83,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xc7b14cc21963683804f4108cf28e63ab3f51f098b0ff970125c71e273954d75a,0
